Category,Name,Description,URL,Keywords,Notes
PYQ Semester,FAA Sem 3 PYQ,Semester-wise previous year papers page,https://hsbteleet.com/FAA-3,"faa 3, faa semester 3, faa 3st/3nd/3rd/3th",FREE — send this when user asks branch+semester
PYQ Semester,FAA Sem 4 PYQ,Semester-wise previous year papers page,https://hsbteleet.com/FAA-4,"faa 4, faa semester 4, faa 4st/4nd/4rd/4th",FREE — send this when user asks branch+semester
PYQ Semester,FAA Sem 5 PYQ,Semester-wise previous year papers page,https://hsbteleet.com/FAA-5,"faa 5, faa semester 5, faa 5st/5nd/5rd/5th",FREE — send this when user asks branch+semester
PYQ Branch Hub,Advance Diploma PYQ Hub,Branch landing for previous year papers,https://hsbteleet.com/Adv-Diploma,advance diploma pyq,FREE
PYQ Semester,Advance Diploma Sem 1 PYQ,Semester-wise previous year papers page,https://hsbteleet.com/Adv-Diploma-1,"advance diploma 1, advance diploma semester 1, advance diploma 1st/1nd/1rd/1th",FREE — send this when user asks branch+semester
PYQ Semester,Advance Diploma Sem 2 PYQ,Semester-wise previous year papers page,https://hsbteleet.com/Adv-Diploma-2,"advance diploma 2, advance diploma semester 2, advance diploma 2st/2nd/2rd/2th",FREE — send this when user asks branch+semester
PYQ Semester,Advance Diploma Sem 3 PYQ,Semester-wise previous year papers page,https://hsbteleet.com/Adv-Diploma-3,"advance diploma 3, advance diploma semester 3, advance diploma 3st/3nd/3rd/3th",FREE — send this when user asks branch+semester
PYQ Semester,Advance Diploma Sem 4 PYQ,Semester-wise previous year papers page,https://hsbteleet.com/Adv-Diploma-4,"advance diploma 4, advance diploma semester 4, advance diploma 4st/4nd/4rd/4th",FREE — send this when user asks branch+semester
PYQ Branch Hub,D Pharmacy PYQ Hub,Branch landing for previous year papers,https://hsbteleet.com/d-pharmacy,d pharmacy pyq,FREE
PYQ Semester,D Pharmacy Sem 1 PYQ,Semester-wise previous year papers page,https://hsbteleet.com/d-pharmacy-1,"d pharmacy 1, d pharmacy semester 1, d pharmacy 1st/1nd/1rd/1th",FREE — send this when user asks branch+semester
PYQ Semester,D Pharmacy Sem 2 PYQ,Semester-wise previous year papers page,https://hsbteleet.com/d-pharmacy-2,"d pharmacy 2, d pharmacy semester 2, d pharmacy 2st/2nd/2rd/2th",FREE — send this when user asks branch+semester
Free LEET Samples,B.Tech Sample Paper 1,Free LEET style sample,https://hsbteleet.com/btech-sample-paper-1,free sample 1,FREE
Free LEET Samples,B.Tech Sample Paper 2,Free LEET style sample,https://hsbteleet.com/btech-sample-paper-2,free sample 2,FREE
Free LEET Samples,B.Tech Sample Paper 3,Free LEET style sample,https://hsbteleet.com/btech-sample-paper-3,free sample 3,FREE
Free LEET Samples,B.Tech Sample Paper 4,Free LEET style sample,https://hsbteleet.com/btech-sample-paper-4,free sample 4,FREE
Free LEET Samples,B.Tech Sample Paper 5,Free LEET style sample,https://hsbteleet.com/btech-sample-paper-5,free sample 5,FREE
Free LEET Samples,B.Tech Sample Paper 6,Free LEET style sample,https://hsbteleet.com/btech-sample-paper-6,free sample 6,FREE
Free LEET Samples,B.Tech Sample Paper 7,Free LEET style sample,https://hsbteleet.com/btech-sample-paper-7,free sample 7,FREE
Free LEET Samples,B.Tech Sample Paper 8,Free LEET style sample,https://hsbteleet.com/btech-sample-paper-8,free sample 8,FREE
Free LEET Samples,B.Tech Sample Paper 9,Free LEET style sample,https://hsbteleet.com/btech-sample-paper-9,free sample 9,FREE
Free LEET Samples,B.Tech Sample Paper 10,Free LEET style sample,https://hsbteleet.com/btech-sample-paper-10,free sample 10,FREE
Free LEET Samples,B.Tech Sample Paper 11,Free LEET style sample,https://hsbteleet.com/btech-sample-paper-11,free sample 11,FREE
Section Papers,Section A Paper 1,Section-wise practice,https://hsbteleet.com/section-a-1,section a,May require premium depending on page
Section Papers,Section A Paper 2,Section-wise practice,https://hsbteleet.com/section-a-2,section a,May require premium depending on page
Section Papers,Section B Paper 1,Section-wise practice,https://hsbteleet.com/section-b-1,section b,May require premium depending on page
Section Papers,Section B Paper 2,Section-wise practice,https://hsbteleet.com/section-b-2,section b,May require premium depending on page
Section Papers,Section C Paper 1,Section-wise practice,https://hsbteleet.com/section-c-1,section c,May require premium depending on page
Section Papers,Section C Paper 2,Section-wise practice,https://hsbteleet.com/section-c-2,section c,May require premium depending on page
Section Papers,Section D Paper 1,Section-wise practice,https://hsbteleet.com/section-d-1,section d,May require premium depending on page
Section Papers,Section D Paper 2,Section-wise practice,https://hsbteleet.com/section-d-2,section d,May require premium depending on page
Support,WhatsApp Chat Link,Direct WhatsApp to admin,https://wa.me/919992507270,"whatsapp, admin",9992507270
Support,Email,Support email,mailto:nishant@hsbteleet.com,email,nishant@hsbteleet.com
Official,HSTES,Official counselling site,https://hstes.org.in,hstes official,Government
Official,DTE Haryana,Directorate of Technical Education,http://techeduhry.gov.in/,dte haryana,Government
BOT RULE,Unknown / Custom Doubt Template,If user question not matched OR payment issue OR personal doubt,https://hsbteleet.com/contact,"doubt, unknown, custom",Your message is marked HIGH PRIORITY ✅ |  | Our admin will contact you soon on WhatsApp. |  | Meanwhile you can also: | • Email: nishant@hsbteleet.com | • WhatsApp: https://wa.me/919992507270 | • Contact page: https://hsbteleet.com/contact |  | Thank you for choosing hsbteleet.com 🙏
